noise_calc_time,training_times,key_generation_time,encryption_times,decryption_times,aggregation_times,update_times,epoch_times,total_time
0.029054641723632812,79.69486017227173,0.4250972270965576,4.642495894432068,1.0522408485412598,0.0659333070119222,0.0,126.52608966827393,2588.812291622162
0.021009206771850586,87.0980669260025,0.42910146713256836,4.6816627979278564,1.0452468395233154,0.06561072667439778,0.0009996891021728516,133.99888825416565,2588.812291622162
0.019005298614501953,84.42674911022186,0.4120979309082031,4.608640599250793,1.0222413539886475,0.06351590156555176,0.0,130.5421404838562,2588.812291622162
0.02514052391052246,78.72096264362335,0.4150989055633545,4.5906589984893795,1.02724289894104,0.05996894836425781,0.0010001659393310547,123.92614841461182,2588.812291622162
0.017009973526000977,87.66589155197144,0.41609907150268555,4.571181273460388,1.0252230167388916,0.06468204657236735,0.0010008811950683594,134.62108516693115,2588.812291622162
0.0327608585357666,85.0700294494629,0.40909719467163086,4.529631328582764,1.0542488098144531,0.060013254483540855,0.0,131.6690537929535,2588.812291622162
0.03201603889465332,85.39585528373718,0.4100956916809082,4.561517500877381,1.0553967952728271,0.06276476383209229,0.0,132.30407786369324,2588.812291622162
0.03035116195678711,81.59565653800965,0.41246533393859863,4.563932394981384,1.054243803024292,0.058513760566711426,0.0,127.66421175003052,2588.812291622162
0.018054962158203125,79.12143981456757,0.4120979309082031,4.5942617893219,1.0282399654388428,0.0603476365407308,0.0,126.05889630317688,2588.812291622162
0.02689194679260254,78.90238723754882,0.4080963134765625,4.58840811252594,1.0192313194274902,0.061181108156840004,0.0,125.1597273349762,2588.812291622162
0.0177457332611084,80.86618542671204,0.42010021209716797,4.613020229339599,1.0523459911346436,0.06093092759450277,0.0,127.19953489303589,2588.812291622162
0.02482438087463379,80.92324223518372,0.4150857925415039,4.610300874710083,1.0502336025238037,0.06034765640894572,0.0,127.1680474281311,2588.812291622162
0.020893335342407227,81.9124264717102,0.4120974540710449,4.601047539710999,1.040238380432129,0.05984741449356079,0.0,128.31369638442993,2588.812291622162
0.019057750701904297,86.84856827259064,0.4161112308502197,4.642300415039062,1.0442464351654053,0.06084765990575155,0.0,133.85788917541504,2588.812291622162
0.02791452407836914,85.91292929649353,0.4150984287261963,4.56811945438385,1.0482444763183594,0.058513760566711426,0.0,132.6956627368927,2588.812291622162
0.01900649070739746,81.80522899627685,0.4241046905517578,4.582127785682678,1.0412423610687256,0.06109738349914551,0.0,128.38938736915588,2588.812291622162
0.02400970458984375,85.04551491737365,0.4100971221923828,4.51155731678009,1.034231424331665,0.05909758806228638,0.0010008811950683594,130.8994641304016,2588.812291622162
0.032912492752075195,80.59759447574615,0.4241006374359131,4.597144269943238,1.0412375926971436,0.06134766340255737,0.0,126.97698211669922,2588.812291622162
0.0248415470123291,82.72145402431488,0.41008734703063965,4.5532654285430905,1.0282378196716309,0.059597412745157875,0.001001119613647461,128.85884070396423,2588.812291622162
0.03302812576293945,83.74335420131683,0.4163026809692383,4.587519931793213,1.0352365970611572,0.06159847974777222,0.0010006427764892578,131.52834963798523,2588.812291622162
