training_times,aggregation_times,update_times,epoch_times,total_time
50.03041319847107,0.0010004043579101562,0.0,77.88769245147705,1561.125700712204
48.58498318195343,0.0010008811950683594,0.0,76.4680769443512,1561.125700712204
47.06803374290466,0.0020008087158203125,0.0,73.72953414916992,1561.125700712204
55.84940509796142,0.0010004043579101562,0.0010001659393310547,85.35469651222229,1561.125700712204
54.012520742416385,0.002000570297241211,0.0,82.62709927558899,1561.125700712204
53.10483188629151,0.0020008087158203125,0.0,81.22501683235168,1561.125700712204
50.37847909927368,0.0010006427764892578,0.0,78.5636579990387,1561.125700712204
50.66694617271423,0.0010004043579101562,0.0,78.0860698223114,1561.125700712204
50.53154957294464,0.0010001659393310547,0.0010006427764892578,77.88749051094055,1561.125700712204
50.69126708507538,0.0020008087158203125,0.0,78.58617758750916,1561.125700712204
50.55799331665039,0.0010004043579101562,0.0,78.16310930252075,1561.125700712204
52.83463671207428,0.002000570297241211,0.0,81.27676773071289,1561.125700712204
49.670944046974185,0.0010020732879638672,0.0,76.93222165107727,1561.125700712204
50.31028873920441,0.002000570297241211,0.0,77.37689852714539,1561.125700712204
54.17052185535431,0.0010004043579101562,0.0010004043579101562,82.96570611000061,1561.125700712204
47.95971858501434,0.0020008087158203125,0.0,74.4022786617279,1561.125700712204
48.04610743522644,0.0010004043579101562,0.0010018348693847656,74.69988894462585,1561.125700712204
49.47458493709564,0.002001047134399414,0.0,76.39312648773193,1561.125700712204
47.42612977027893,0.0010008811950683594,0.0,74.43162250518799,1561.125700712204
47.08975160121918,0.002001047134399414,0.0,73.65347194671631,1561.125700712204
