noise_calc_num_transmissions,other_num_transmissions
34,20
34,20
34,20
34,20
34,20
34,20
34,20
34,20
34,20
34,20
34,20
34,20
34,20
34,20
34,20
34,20
34,20
34,20
34,20
34,20
