noise_calc_num_transmissions,other_num_transmissions
240,30
240,30
240,30
240,30
240,30
240,30
240,30
240,30
240,30
240,30
240,30
240,30
240,30
240,30
240,30
240,30
240,30
240,30
240,30
240,30
