noise_calc_num_transmissions,other_num_transmissions
90,20
90,20
90,20
90,20
90,20
90,20
90,20
90,20
90,20
90,20
90,20
90,20
90,20
90,20
90,20
90,20
90,20
90,20
90,20
90,20
