noise_calc_num_transmissions,other_num_transmissions
400,40
400,40
400,40
400,40
400,40
400,40
400,40
400,40
400,40
400,40
400,40
400,40
400,40
400,40
400,40
400,40
400,40
400,40
400,40
400,40
