training_times,aggregation_times,update_times,epoch_times,total_time
79.60106756687165,0.0020029544830322266,0.0,96.19745922088623,1558.4863290786743
62.64818041324615,0.0010004043579101562,0.0,77.89348149299622,1558.4863290786743
60.67306091785431,0.0010004043579101562,0.0,76.37223601341248,1558.4863290786743
58.29265139102936,0.002000570297241211,0.0,75.1617922782898,1558.4863290786743
56.31225457191467,0.0010004043579101562,0.0010001659393310547,71.48097848892212,1558.4863290786743
59.05586559772492,0.0010001659393310547,0.0009999275207519531,73.88817000389099,1558.4863290786743
59.31307125091553,0.002001523971557617,0.0,74.33170533180237,1558.4863290786743
59.84965608119965,0.0020003318786621094,0.0,75.02225995063782,1558.4863290786743
57.24259488582611,0.0010004043579101562,0.0010008811950683594,72.53769040107727,1558.4863290786743
60.246236658096315,0.0020008087158203125,0.0,76.33265018463135,1558.4863290786743
58.95081284046173,0.0010008811950683594,0.0,73.70814895629883,1558.4863290786743
63.83300018310547,0.0010001659393310547,0.0,78.92773652076721,1558.4863290786743
64.72099690437317,0.0009996891021728516,0.0010001659393310547,79.69546961784363,1558.4863290786743
63.684220099449156,0.002001047134399414,0.0,78.57765245437622,1558.4863290786743
64.02101051807404,0.002000570297241211,0.0,78.90373277664185,1558.4863290786743
65.56825263500214,0.0010004043579101562,0.0,80.66417813301086,1558.4863290786743
63.58847680091858,0.002001047134399414,0.0,78.49111914634705,1558.4863290786743
65.47674868106841,0.002001047134399414,0.0,80.45310640335083,1558.4863290786743
65.55800538063049,0.0010004043579101562,0.0010001659393310547,80.62101602554321,1558.4863290786743
63.67286829948425,0.0010006427764892578,0.0009999275207519531,78.82164859771729,1558.4863290786743
