acc_score,loss_score
92.71,0.2711640439986639
97.92166666666667,0.059546433523555056
98.69833333333334,0.030562478510972914
98.94333333333333,0.021135311890110288
99.15,0.016785827570970212
99.215,0.013442469535975837
99.285,0.011450343905992366
99.36,0.01005880000944636
99.41333333333333,0.008658797807420519
99.46166666666667,0.007786186936189396
99.49166666666666,0.006686984175491653
99.53,0.006298899460688412
99.55833333333334,0.0056572877023955154
99.58833333333334,0.005426446239343291
99.61666666666666,0.004846289861376285
99.64166666666667,0.0041964216325005976
99.65,0.0036348907435036484
99.66833333333334,0.0031320589884767706
99.68833333333333,0.003158019461301724
99.71166666666667,0.003084756636428631
